Channels,Time Slot,Week Days,All Individuals,Dettol TG,18-45_Male_Female,Males ,Females,RPM,CPRP,Timeband
EXPRESS ENT,17:30 - 18:00,Sunday,0.13,0.12,0.14,0.09,0.16,"4,675","19,479",Pre-Prime
EXPRESS ENT,17:30 - 18:00,Monday,0.08,0.12,0.08,0.06,0.09,"4,675","19,479",Pre-Prime
EXPRESS ENT,17:30 - 18:00,Tuesday,0.05,0.05,0.06,0.05,0.05,"4,675","46,750",Pre-Prime
EXPRESS ENT,17:30 - 18:00,Wednesday,0.09,0.11,0.1,0.06,0.12,"4,675","21,250",Pre-Prime
EXPRESS ENT,17:30 - 18:00,Thursday,0.1,0.09,0.09,0.09,0.12,"4,675","25,972",Pre-Prime
EXPRESS ENT,17:30 - 18:00,Friday,0.04,0.06,0.04,0.04,0.03,"4,675","38,958",Pre-Prime
EXPRESS ENT,17:30 - 18:00,Saturday,0.09,0.07,0.1,0.08,0.11,"4,675","33,393",Pre-Prime
EXPRESS ENT,18:00 - 18:30,Sunday,0.11,0.12,0.13,0.08,0.14,"12,750","53,125",Pre-Prime
EXPRESS ENT,18:00 - 18:30,Monday,0.08,0.16,0.09,0.08,0.08,"12,750","39,844",Pre-Prime
EXPRESS ENT,18:00 - 18:30,Tuesday,0.06,0.09,0.06,0.04,0.07,"12,750","70,833",Pre-Prime
EXPRESS ENT,18:00 - 18:30,Wednesday,0.09,0.15,0.1,0.06,0.12,"12,750","42,500",Pre-Prime
EXPRESS ENT,18:00 - 18:30,Thursday,0.09,0.08,0.09,0.07,0.11,"12,750","79,688",Pre-Prime
EXPRESS ENT,18:00 - 18:30,Friday,0.09,0.08,0.1,0.07,0.11,"12,750","79,688",Pre-Prime
EXPRESS ENT,18:00 - 18:30,Saturday,0.06,0.08,0.07,0.05,0.07,"12,750","79,688",Pre-Prime
EXPRESS ENT,18:30 - 19:00,Sunday,0.07,0.1,0.08,0.04,0.1,"12,750","63,750",Pre-Prime
EXPRESS ENT,18:30 - 19:00,Monday,0.09,0.23,0.11,0.07,0.12,"12,750","27,717",Pre-Prime
EXPRESS ENT,18:30 - 19:00,Tuesday,0.06,0.13,0.07,0.05,0.08,"12,750","49,038",Pre-Prime
EXPRESS ENT,18:30 - 19:00,Wednesday,0.09,0.15,0.09,0.06,0.11,"12,750","42,500",Pre-Prime
EXPRESS ENT,18:30 - 19:00,Thursday,0.07,0.07,0.07,0.07,0.07,"12,750","91,071",Pre-Prime
EXPRESS ENT,18:30 - 19:00,Friday,0.11,0.08,0.12,0.08,0.14,"12,750","79,688",Pre-Prime
EXPRESS ENT,18:30 - 19:00,Saturday,0.07,0.14,0.09,0.05,0.09,"12,750","45,536",Pre-Prime
EXPRESS ENT,19:00 - 19:30,Sunday,0.05,0.1,0.05,0.03,0.08,"22,950","114,750",Prime Time
EXPRESS ENT,19:00 - 19:30,Monday,0.06,0.19,0.07,0.03,0.09,"22,950","60,395",Prime Time
EXPRESS ENT,19:00 - 19:30,Tuesday,0.1,0.28,0.12,0.06,0.14,"22,950","40,982",Prime Time
EXPRESS ENT,19:00 - 19:30,Wednesday,0.1,0.18,0.1,0.06,0.13,"22,950","63,750",Prime Time
EXPRESS ENT,19:00 - 19:30,Thursday,0.03,0.07,0.03,0.03,0.04,"22,950","163,929",Prime Time
EXPRESS ENT,19:00 - 19:30,Friday,0.06,0.07,0.07,0.03,0.08,"22,950","163,929",Prime Time
EXPRESS ENT,19:00 - 19:30,Saturday,0.12,0.27,0.15,0.06,0.18,"22,950","42,500",Prime Time
EXPRESS ENT,19:30 - 20:00,Sunday,0.07,0.09,0.08,0.05,0.08,"22,950","127,500",Prime Time
EXPRESS ENT,19:30 - 20:00,Monday,0.08,0.19,0.09,0.05,0.11,"22,950","60,395",Prime Time
EXPRESS ENT,19:30 - 20:00,Tuesday,0.09,0.24,0.1,0.05,0.13,"22,950","47,813",Prime Time
EXPRESS ENT,19:30 - 20:00,Wednesday,0.08,0.13,0.09,0.05,0.11,"22,950","88,269",Prime Time
EXPRESS ENT,19:30 - 20:00,Thursday,0.06,0.1,0.08,0.06,0.05,"22,950","114,750",Prime Time
EXPRESS ENT,19:30 - 20:00,Friday,0.09,0.1,0.09,0.05,0.14,"22,950","114,750",Prime Time
EXPRESS ENT,19:30 - 20:00,Saturday,0.14,0.3,0.17,0.1,0.2,"22,950","38,250",Prime Time
EXPRESS ENT,20:00 - 20:30,Sunday,0.49,0.74,0.56,0.36,0.63,"125,000","84,459",Prime Time
EXPRESS ENT,20:00 - 20:30,Monday,0.53,0.87,0.62,0.35,0.72,"125,000","71,839",Prime Time
EXPRESS ENT,20:00 - 20:30,Tuesday,0.64,1.08,0.75,0.48,0.8,"125,000","57,870",Prime Time
EXPRESS ENT,20:00 - 20:30,Wednesday,0.67,1.16,0.76,0.51,0.84,"125,000","53,879",Prime Time
EXPRESS ENT,20:00 - 20:30,Thursday,0.66,1.14,0.76,0.5,0.83,"125,000","54,825",Prime Time
EXPRESS ENT,20:00 - 20:30,Friday,0.51,0.87,0.59,0.38,0.65,"125,000","71,839",Prime Time
EXPRESS ENT,20:00 - 20:30,Saturday,0.57,1.05,0.67,0.45,0.7,"125,000","59,524",Prime Time
EXPRESS ENT,20:30 - 21:00,Sunday,0.58,0.9,0.66,0.42,0.74,"125,000","69,444",Prime Time
EXPRESS ENT,20:30 - 21:00,Monday,0.58,0.97,0.68,0.37,0.81,"125,000","64,433",Prime Time
EXPRESS ENT,20:30 - 21:00,Tuesday,0.7,1.13,0.82,0.53,0.88,"125,000","55,310",Prime Time
EXPRESS ENT,20:30 - 21:00,Wednesday,0.83,1.44,0.94,0.63,1.04,"125,000","43,403",Prime Time
EXPRESS ENT,20:30 - 21:00,Thursday,0.75,1.24,0.85,0.58,0.94,"125,000","50,403",Prime Time
EXPRESS ENT,20:30 - 21:00,Friday,0.55,0.97,0.65,0.45,0.65,"125,000","64,433",Prime Time
EXPRESS ENT,20:30 - 21:00,Saturday,0.58,1.08,0.69,0.48,0.68,"125,000","57,870",Prime Time
EXPRESS ENT,21:00 - 21:30,Sunday,0.23,0.4,0.27,0.15,0.31,"75,000","93,750",Prime Time
EXPRESS ENT,21:00 - 21:30,Monday,0.2,0.36,0.24,0.14,0.26,"75,000","104,167",Prime Time
EXPRESS ENT,21:00 - 21:30,Tuesday,0.22,0.36,0.26,0.16,0.29,"75,000","104,167",Prime Time
EXPRESS ENT,21:00 - 21:30,Wednesday,0.33,0.57,0.36,0.23,0.42,"75,000","65,789",Prime Time
EXPRESS ENT,21:00 - 21:30,Thursday,0.31,0.45,0.37,0.26,0.37,"75,000","83,333",Prime Time
EXPRESS ENT,21:00 - 21:30,Friday,0.35,0.4,0.4,0.29,0.41,"75,000","93,750",Prime Time
EXPRESS ENT,21:00 - 21:30,Saturday,0.22,0.42,0.26,0.15,0.29,"75,000","89,286",Prime Time
EXPRESS ENT,21:30 - 22:00,Sunday,0.2,0.43,0.24,0.13,0.27,"75,000","87,209",Prime Time
EXPRESS ENT,21:30 - 22:00,Monday,0.11,0.2,0.13,0.11,0.12,"75,000","187,500",Prime Time
EXPRESS ENT,21:30 - 22:00,Tuesday,0.11,0.11,0.11,0.08,0.14,"75,000","340,909",Prime Time
EXPRESS ENT,21:30 - 22:00,Wednesday,0.15,0.2,0.16,0.12,0.17,"75,000","187,500",Prime Time
EXPRESS ENT,21:30 - 22:00,Thursday,0.12,0.14,0.15,0.09,0.15,"75,000","267,857",Prime Time
EXPRESS ENT,21:30 - 22:00,Friday,0.19,0.24,0.22,0.16,0.22,"75,000","156,250",Prime Time
EXPRESS ENT,21:30 - 22:00,Saturday,0.15,0.21,0.17,0.12,0.17,"75,000","178,571",Prime Time
EXPRESS ENT,22:00 - 22:30,Sunday,0.15,0.34,0.18,0.09,0.21,"22,950","33,750",Post Prime
EXPRESS ENT,22:00 - 22:30,Monday,0.1,0.09,0.09,0.08,0.11,"22,950","127,500",Post Prime
EXPRESS ENT,22:00 - 22:30,Tuesday,0.09,0.08,0.08,0.07,0.12,"22,950","143,438",Post Prime
EXPRESS ENT,22:00 - 22:30,Wednesday,0.16,0.2,0.18,0.12,0.19,"22,950","57,375",Post Prime
EXPRESS ENT,22:00 - 22:30,Thursday,0.06,0.14,0.08,0.05,0.07,"22,950","81,964",Post Prime
EXPRESS ENT,22:00 - 22:30,Friday,0.09,0.18,0.1,0.07,0.11,"22,950","63,750",Post Prime
EXPRESS ENT,22:00 - 22:30,Saturday,0.08,0.15,0.1,0.05,0.11,"22,950","76,500",Post Prime
EXPRESS ENT,22:30 - 23:00,Sunday,0.09,0.25,0.1,0.05,0.14,"22,950","45,900",Post Prime
EXPRESS ENT,22:30 - 23:00,Monday,0.07,0.1,0.08,0.06,0.08,"22,950","114,750",Post Prime
EXPRESS ENT,22:30 - 23:00,Tuesday,0.05,0.06,0.05,0.04,0.06,"22,950","191,250",Post Prime
EXPRESS ENT,22:30 - 23:00,Wednesday,0.09,0.09,0.1,0.07,0.12,"22,950","127,500",Post Prime
EXPRESS ENT,22:30 - 23:00,Thursday,0.06,0.12,0.07,0.04,0.07,"22,950","95,625",Post Prime
EXPRESS ENT,22:30 - 23:00,Friday,0.04,0.07,0.05,0.04,0.04,"22,950","163,929",Post Prime
EXPRESS ENT,22:30 - 23:00,Saturday,0.05,0.11,0.07,0.04,0.06,"22,950","104,318",Post Prime
EXPRESS ENT,23:00 - 23:30,Sunday,0.05,0.11,0.06,0.04,0.06,"12,750","57,955",Post Prime
EXPRESS ENT,23:00 - 23:30,Monday,0.06,0.11,0.07,0.05,0.07,"12,750","57,955",Post Prime
EXPRESS ENT,23:00 - 23:30,Tuesday,0.05,0.08,0.06,0.03,0.06,"12,750","79,688",Post Prime
EXPRESS ENT,23:00 - 23:30,Wednesday,0.02,0.01,0.02,0.02,0.02,"12,750","637,500",Post Prime
EXPRESS ENT,23:00 - 23:30,Thursday,0.06,0.02,0.07,0.05,0.07,"12,750","318,750",Post Prime
EXPRESS ENT,23:00 - 23:30,Friday,0.06,0.17,0.08,0.06,0.07,"12,750","37,500",Post Prime
EXPRESS ENT,23:00 - 23:30,Saturday,0.03,0.04,0.05,0.03,0.03,"12,750","159,375",Post Prime
EXPRESS ENT,23:30 - 24:00,Sunday,0.06,0.11,0.08,0.06,0.06,"12,750","57,955",Post Prime
EXPRESS ENT,23:30 - 24:00,Monday,0.04,0.05,0.06,0.04,0.05,"12,750","127,500",Post Prime
EXPRESS ENT,23:30 - 24:00,Tuesday,0.03,0.04,0.03,0.02,0.04,"12,750","159,375",Post Prime
EXPRESS ENT,23:30 - 24:00,Wednesday,0.03,0.05,0.03,0.02,0.03,"12,750","127,500",Post Prime
EXPRESS ENT,23:30 - 24:00,Thursday,0.04,0.02,0.05,0.04,0.04,"12,750","318,750",Post Prime
EXPRESS ENT,23:30 - 24:00,Friday,0.04,0.05,0.04,0.03,0.04,"12,750","127,500",Post Prime
EXPRESS ENT,23:30 - 24:00,Saturday,0.02,0.04,0.03,0.01,0.02,"12,750","159,375",Post Prime
HUM TV,00:00 - 00:30,Sunday,0.52,0.85,0.58,0.4,0.65,"15,300","9,000",Post Prime
HUM TV,00:00 - 00:30,Monday,0.47,0.48,0.49,0.38,0.58,"15,300","15,938",Post Prime
HUM TV,00:00 - 00:30,Tuesday,0.48,0.64,0.48,0.36,0.61,"15,300","11,953",Post Prime
HUM TV,00:00 - 00:30,Wednesday,0.61,1.21,0.63,0.44,0.79,"15,300","6,322",Post Prime
HUM TV,00:00 - 00:30,Thursday,0.53,0.62,0.54,0.43,0.64,"15,300","12,339",Post Prime
HUM TV,00:00 - 00:30,Friday,0.49,0.52,0.51,0.41,0.58,"15,300","14,712",Post Prime
HUM TV,00:00 - 00:30,Saturday,0.56,1.06,0.58,0.38,0.75,"15,300","7,217",Post Prime
HUM TV,00:30 - 01:00,Sunday,0.43,0.69,0.47,0.33,0.52,"15,300","11,087",Post Prime
HUM TV,00:30 - 01:00,Monday,0.44,0.55,0.49,0.33,0.56,"15,300","13,909",Post Prime
HUM TV,00:30 - 01:00,Tuesday,0.37,0.52,0.37,0.29,0.45,"15,300","14,712",Post Prime
HUM TV,00:30 - 01:00,Wednesday,0.51,0.95,0.56,0.35,0.68,"15,300","8,053",Post Prime
HUM TV,00:30 - 01:00,Thursday,0.54,0.57,0.53,0.48,0.61,"15,300","13,421",Post Prime
HUM TV,00:30 - 01:00,Friday,0.36,0.4,0.4,0.31,0.41,"15,300","19,125",Post Prime
HUM TV,00:30 - 01:00,Saturday,0.46,0.77,0.47,0.33,0.6,"15,300","9,935",Post Prime
HUM TV,01:00 - 01:30,Sunday,0.26,0.48,0.27,0.22,0.3,"15,300","15,938",Late Night
HUM TV,01:00 - 01:30,Monday,0.21,0.25,0.22,0.16,0.26,"15,300","30,600",Late Night
HUM TV,01:00 - 01:30,Tuesday,0.21,0.33,0.22,0.15,0.27,"15,300","23,182",Late Night
HUM TV,01:00 - 01:30,Wednesday,0.22,0.32,0.24,0.16,0.29,"15,300","23,906",Late Night
HUM TV,01:00 - 01:30,Thursday,0.19,0.23,0.17,0.18,0.19,"15,300","33,261",Late Night
HUM TV,01:00 - 01:30,Friday,0.3,0.42,0.33,0.26,0.35,"15,300","18,214",Late Night
HUM TV,01:00 - 01:30,Saturday,0.24,0.45,0.24,0.15,0.33,"15,300","17,000",Late Night
HUM TV,01:30 - 02:00,Sunday,0.18,0.46,0.21,0.14,0.23,"15,300","16,630",Late Night
HUM TV,01:30 - 02:00,Monday,0.15,0.22,0.15,0.11,0.18,"15,300","34,773",Late Night
HUM TV,01:30 - 02:00,Tuesday,0.13,0.15,0.14,0.11,0.16,"15,300","51,000",Late Night
HUM TV,01:30 - 02:00,Wednesday,0.18,0.26,0.2,0.13,0.22,"15,300","29,423",Late Night
HUM TV,01:30 - 02:00,Thursday,0.12,0.12,0.11,0.13,0.11,"15,300","63,750",Late Night
HUM TV,01:30 - 02:00,Friday,0.21,0.25,0.22,0.18,0.25,"15,300","30,600",Late Night
HUM TV,01:30 - 02:00,Saturday,0.11,0.2,0.11,0.08,0.14,"15,300","38,250",Late Night
HUM TV,02:00 - 02:30,Sunday,0.13,0.29,0.15,0.09,0.16,"11,475","19,784",Late Night
HUM TV,02:00 - 02:30,Monday,0.09,0.06,0.1,0.09,0.09,"11,475","95,625",Late Night
HUM TV,02:00 - 02:30,Tuesday,0.08,0.14,0.09,0.06,0.1,"11,475","40,982",Late Night
HUM TV,02:00 - 02:30,Wednesday,0.09,0.15,0.11,0.08,0.11,"11,475","38,250",Late Night
HUM TV,02:00 - 02:30,Thursday,0.05,0.04,0.05,0.05,0.05,"11,475","143,438",Late Night
HUM TV,02:00 - 02:30,Friday,0.13,0.09,0.14,0.12,0.14,"11,475","63,750",Late Night
HUM TV,02:00 - 02:30,Saturday,0.07,0.12,0.09,0.04,0.11,"11,475","47,813",Late Night
HUM TV,02:30 - 03:00,Sunday,0.11,0.26,0.13,0.08,0.14,"11,475","22,067",Late Night
HUM TV,02:30 - 03:00,Monday,0.06,0.03,0.06,0.06,0.06,"11,475","191,250",Late Night
HUM TV,02:30 - 03:00,Tuesday,0.05,0.07,0.06,0.04,0.06,"11,475","81,964",Late Night
HUM TV,02:30 - 03:00,Wednesday,0.05,0.05,0.05,0.06,0.04,"11,475","114,750",Late Night
HUM TV,02:30 - 03:00,Thursday,0.04,0.03,0.04,0.03,0.04,"11,475","191,250",Late Night
HUM TV,02:30 - 03:00,Friday,0.05,0.04,0.05,0.05,0.05,"11,475","143,438",Late Night
HUM TV,02:30 - 03:00,Saturday,0.08,0.15,0.09,0.06,0.1,"11,475","38,250",Late Night
HUM TV,03:00 - 03:30,Sunday,0.06,0.19,0.08,0.04,0.08,"11,475","30,197",Late Night
HUM TV,03:00 - 03:30,Monday,0.02,0.03,0.02,0.03,0.02,"11,475","191,250",Late Night
HUM TV,03:00 - 03:30,Tuesday,0.03,0.02,0.04,0.03,0.04,"11,475","286,875",Late Night
HUM TV,03:00 - 03:30,Wednesday,0.05,0.07,0.04,0.04,0.05,"11,475","81,964",Late Night
HUM TV,03:00 - 03:30,Thursday,0.04,0.07,0.05,0.04,0.04,"11,475","81,964",Late Night
HUM TV,03:00 - 03:30,Friday,0.02,0.07,0.03,0.02,0.03,"11,475","81,964",Late Night
HUM TV,03:00 - 03:30,Saturday,0.08,0.15,0.09,0.07,0.09,"11,475","38,250",Late Night
HUM TV,03:30 - 04:00,Sunday,0.02,0.07,0.03,0.01,0.03,"11,475","81,964",Late Night
HUM TV,03:30 - 04:00,Monday,0.02,0.02,0.02,0.01,0.02,"11,475","286,875",Late Night
HUM TV,03:30 - 04:00,Tuesday,0.02,0.06,0.02,0.02,0.02,"11,475","95,625",Late Night
HUM TV,03:30 - 04:00,Wednesday,0.02,0.04,0.02,0.01,0.03,"11,475","143,438",Late Night
HUM TV,03:30 - 04:00,Thursday,0.03,0.02,0.03,0.02,0.03,"11,475","286,875",Late Night
HUM TV,03:30 - 04:00,Friday,0.02,0.05,0.02,0.01,0.03,"11,475","114,750",Late Night
HUM TV,03:30 - 04:00,Saturday,0.05,0.11,0.06,0.04,0.06,"11,475","52,159",Late Night
HUM TV,04:00 - 04:30,Sunday,0.01,0.05,0.02,0.01,0.02,"11,475","114,750",Late Night
HUM TV,04:00 - 04:30,Monday,0.03,0.04,0.03,0.03,0.03,"11,475","143,438",Late Night
HUM TV,04:00 - 04:30,Tuesday,0.01,0.02,0.01,0,0.01,"11,475","286,875",Late Night
HUM TV,04:00 - 04:30,Wednesday,0.01,0.02,0.01,0.01,0.02,"11,475","286,875",Late Night
HUM TV,04:00 - 04:30,Thursday,0.01,0,0.01,0.01,0.01,"11,475",0,Late Night
HUM TV,04:00 - 04:30,Friday,0.02,0.03,0.02,0.01,0.04,"11,475","191,250",Late Night
HUM TV,04:00 - 04:30,Saturday,0.02,0.04,0.03,0.01,0.04,"11,475","143,438",Late Night
HUM TV,04:30 - 05:00,Sunday,0,0,0,0,0,"11,475",0,Late Night
HUM TV,04:30 - 05:00,Monday,0.02,0.04,0.02,0.02,0.03,"11,475","143,438",Late Night
HUM TV,04:30 - 05:00,Tuesday,0,0.01,0.01,0,0.01,"11,475","573,750",Late Night
HUM TV,04:30 - 05:00,Wednesday,0.02,0.04,0.02,0.01,0.02,"11,475","143,438",Late Night
HUM TV,04:30 - 05:00,Thursday,0,0,0,0,0,"11,475",0,Late Night
HUM TV,04:30 - 05:00,Friday,0.02,0,0.02,0.01,0.03,"11,475",0,Late Night
HUM TV,04:30 - 05:00,Saturday,0,0,0,0,0.01,"11,475",0,Late Night
HUM TV,05:00 - 05:30,Sunday,0.02,0.04,0.02,0.01,0.03,"11,475","143,438",Late Night
HUM TV,05:00 - 05:30,Monday,0.03,0.02,0.03,0.02,0.04,"11,475","286,875",Late Night
HUM TV,05:00 - 05:30,Tuesday,0.01,0.01,0.01,0.01,0.02,"11,475","573,750",Late Night
HUM TV,05:00 - 05:30,Wednesday,0.03,0.06,0.04,0.02,0.04,"11,475","95,625",Late Night
HUM TV,05:00 - 05:30,Thursday,0,0.01,0,0,0,"11,475","573,750",Late Night
HUM TV,05:00 - 05:30,Friday,0.02,0.01,0.01,0.01,0.03,"11,475","573,750",Late Night
HUM TV,05:00 - 05:30,Saturday,0,0,0,0,0,"11,475",0,Late Night
HUM TV,05:30 - 06:00,Sunday,0.03,0.05,0.03,0.01,0.05,"11,475","114,750",Late Night
HUM TV,05:30 - 06:00,Monday,0.02,0.01,0.02,0.01,0.03,"11,475","573,750",Late Night
HUM TV,05:30 - 06:00,Tuesday,0.01,0.02,0.01,0.01,0.02,"11,475","286,875",Late Night
HUM TV,05:30 - 06:00,Wednesday,0.03,0.05,0.03,0.02,0.04,"11,475","114,750",Late Night
HUM TV,05:30 - 06:00,Thursday,0.03,0.11,0.03,0.02,0.04,"11,475","52,159",Late Night
HUM TV,05:30 - 06:00,Friday,0.02,0.01,0.01,0.02,0.03,"11,475","573,750",Late Night
HUM TV,05:30 - 06:00,Saturday,0.02,0.01,0.02,0.02,0.02,"11,475","573,750",Late Night
HUM TV,06:00 - 06:30,Sunday,0.02,0.01,0.01,0.01,0.03,"11,475","573,750",Early Morning
HUM TV,06:00 - 06:30,Monday,0.03,0.02,0.03,0.01,0.05,"11,475","286,875",Early Morning
HUM TV,06:00 - 06:30,Tuesday,0.01,0.05,0.02,0.01,0.02,"11,475","114,750",Early Morning
HUM TV,06:00 - 06:30,Wednesday,0.05,0.05,0.06,0.05,0.06,"11,475","114,750",Early Morning
HUM TV,06:00 - 06:30,Thursday,0.04,0.17,0.04,0.02,0.06,"11,475","33,750",Early Morning
HUM TV,06:00 - 06:30,Friday,0.04,0.05,0.03,0.03,0.05,"11,475","114,750",Early Morning
HUM TV,06:00 - 06:30,Saturday,0.04,0.11,0.05,0.03,0.05,"11,475","52,159",Early Morning
HUM TV,06:30 - 07:00,Sunday,0.03,0.03,0.02,0.02,0.03,"11,475","191,250",Early Morning
HUM TV,06:30 - 07:00,Monday,0.07,0.07,0.07,0.04,0.09,"11,475","81,964",Early Morning
HUM TV,06:30 - 07:00,Tuesday,0.04,0.07,0.05,0.03,0.05,"11,475","81,964",Early Morning
HUM TV,06:30 - 07:00,Wednesday,0.08,0.1,0.09,0.07,0.1,"11,475","57,375",Early Morning
HUM TV,06:30 - 07:00,Thursday,0.05,0.18,0.05,0.02,0.07,"11,475","31,875",Early Morning
HUM TV,06:30 - 07:00,Friday,0.06,0.09,0.05,0.05,0.07,"11,475","63,750",Early Morning
HUM TV,06:30 - 07:00,Saturday,0.04,0.15,0.05,0.03,0.06,"11,475","38,250",Early Morning
HUM TV,07:00 - 07:30,Sunday,0.07,0.1,0.08,0.07,0.08,"11,475","57,375",Early Morning
HUM TV,07:00 - 07:30,Monday,0.09,0.13,0.1,0.06,0.12,"11,475","44,135",Early Morning
HUM TV,07:00 - 07:30,Tuesday,0.12,0.2,0.13,0.07,0.17,"11,475","28,688",Early Morning
HUM TV,07:00 - 07:30,Wednesday,0.15,0.26,0.17,0.1,0.2,"11,475","22,067",Early Morning
HUM TV,07:00 - 07:30,Thursday,0.07,0.21,0.07,0.04,0.1,"11,475","27,321",Early Morning
HUM TV,07:00 - 07:30,Friday,0.15,0.17,0.14,0.1,0.2,"11,475","33,750",Early Morning
HUM TV,07:00 - 07:30,Saturday,0.13,0.17,0.13,0.08,0.17,"11,475","33,750",Early Morning
HUM TV,07:30 - 08:00,Sunday,0.12,0.21,0.13,0.11,0.13,"11,475","27,321",Early Morning
HUM TV,07:30 - 08:00,Monday,0.17,0.3,0.18,0.13,0.21,"11,475","19,125",Early Morning
HUM TV,07:30 - 08:00,Tuesday,0.15,0.23,0.17,0.09,0.21,"11,475","24,946",Early Morning
HUM TV,07:30 - 08:00,Wednesday,0.24,0.41,0.27,0.14,0.33,"11,475","13,994",Early Morning
HUM TV,07:30 - 08:00,Thursday,0.11,0.18,0.12,0.09,0.14,"11,475","31,875",Early Morning
HUM TV,07:30 - 08:00,Friday,0.19,0.18,0.18,0.12,0.26,"11,475","31,875",Early Morning
HUM TV,07:30 - 08:00,Saturday,0.18,0.24,0.19,0.12,0.25,"11,475","23,906",Early Morning
HUM TV,08:00 - 08:30,Sunday,0.14,0.29,0.14,0.1,0.18,"12,750","21,983",Morning Time
HUM TV,08:00 - 08:30,Monday,0.23,0.36,0.24,0.19,0.26,"12,750","17,708",Morning Time
HUM TV,08:00 - 08:30,Tuesday,0.18,0.23,0.2,0.14,0.22,"12,750","27,717",Morning Time
HUM TV,08:00 - 08:30,Wednesday,0.21,0.32,0.21,0.14,0.28,"12,750","19,922",Morning Time
HUM TV,08:00 - 08:30,Thursday,0.22,0.24,0.22,0.21,0.23,"12,750","26,563",Morning Time
HUM TV,08:00 - 08:30,Friday,0.26,0.23,0.27,0.2,0.32,"12,750","27,717",Morning Time
HUM TV,08:00 - 08:30,Saturday,0.23,0.25,0.24,0.18,0.28,"12,750","25,500",Morning Time
HUM TV,08:30 - 09:00,Sunday,0.23,0.43,0.24,0.16,0.31,"12,750","14,826",Morning Time
HUM TV,08:30 - 09:00,Monday,0.24,0.41,0.24,0.2,0.3,"12,750","15,549",Morning Time
HUM TV,08:30 - 09:00,Tuesday,0.33,0.36,0.35,0.28,0.37,"12,750","17,708",Morning Time
HUM TV,08:30 - 09:00,Wednesday,0.34,0.5,0.34,0.24,0.45,"12,750","12,750",Morning Time
HUM TV,08:30 - 09:00,Thursday,0.32,0.36,0.32,0.27,0.37,"12,750","17,708",Morning Time
HUM TV,08:30 - 09:00,Friday,0.44,0.65,0.44,0.35,0.54,"12,750","9,808",Morning Time
HUM TV,08:30 - 09:00,Saturday,0.3,0.42,0.29,0.23,0.36,"12,750","15,179",Morning Time
HUM TV,09:00 - 09:30,Sunday,0.29,0.55,0.32,0.21,0.38,"23,500","21,364",Morning Time
HUM TV,09:00 - 09:30,Monday,0.34,0.65,0.34,0.23,0.45,"23,500","18,077",Morning Time
HUM TV,09:00 - 09:30,Tuesday,0.45,0.56,0.49,0.36,0.55,"23,500","20,982",Morning Time
HUM TV,09:00 - 09:30,Wednesday,0.5,0.73,0.5,0.38,0.62,"23,500","16,096",Morning Time
HUM TV,09:00 - 09:30,Thursday,0.43,0.59,0.42,0.34,0.53,"23,500","19,915",Morning Time
HUM TV,09:00 - 09:30,Friday,0.53,0.65,0.54,0.43,0.64,"23,500","18,077",Morning Time
HUM TV,09:00 - 09:30,Saturday,0.53,0.82,0.52,0.36,0.71,"23,500","14,329",Morning Time
HUM TV,09:30 - 10:00,Sunday,0.48,0.84,0.5,0.33,0.64,"23,500","13,988",Morning Time
HUM TV,09:30 - 10:00,Monday,0.42,0.72,0.43,0.31,0.53,"23,500","16,319",Morning Time
HUM TV,09:30 - 10:00,Tuesday,0.56,0.64,0.57,0.45,0.68,"23,500","18,359",Morning Time
HUM TV,09:30 - 10:00,Wednesday,0.61,1,0.65,0.45,0.78,"23,500","11,750",Morning Time
HUM TV,09:30 - 10:00,Thursday,0.67,1.06,0.69,0.54,0.81,"23,500","11,085",Morning Time
HUM TV,09:30 - 10:00,Friday,0.62,0.88,0.66,0.45,0.8,"23,500","13,352",Morning Time
HUM TV,09:30 - 10:00,Saturday,0.67,0.97,0.7,0.47,0.88,"23,500","12,113",Morning Time
HUM TV,10:00 - 10:30,Sunday,0.78,1.36,0.85,0.63,0.94,"23,500","8,640",Morning Time
HUM TV,10:00 - 10:30,Monday,0.59,0.89,0.64,0.42,0.77,"23,500","13,202",Morning Time
HUM TV,10:00 - 10:30,Tuesday,0.6,0.89,0.63,0.42,0.77,"23,500","13,202",Morning Time
HUM TV,10:00 - 10:30,Wednesday,0.55,0.96,0.61,0.42,0.68,"23,500","12,240",Morning Time
HUM TV,10:00 - 10:30,Thursday,0.67,1.04,0.72,0.53,0.83,"23,500","11,298",Morning Time
HUM TV,10:00 - 10:30,Friday,0.49,0.65,0.54,0.34,0.65,"23,500","18,077",Morning Time
HUM TV,10:00 - 10:30,Saturday,0.6,0.95,0.66,0.4,0.81,"23,500","12,368",Morning Time
HUM TV,10:30 - 11:00,Sunday,0.9,1.58,0.98,0.69,1.13,"23,500","7,437",Morning Time
HUM TV,10:30 - 11:00,Monday,0.65,1.06,0.73,0.43,0.87,"23,500","11,085",Morning Time
HUM TV,10:30 - 11:00,Tuesday,0.67,1.1,0.72,0.46,0.89,"23,500","10,682",Morning Time
HUM TV,10:30 - 11:00,Wednesday,0.65,1.06,0.72,0.46,0.86,"23,500","11,085",Morning Time
HUM TV,10:30 - 11:00,Thursday,0.79,1.21,0.85,0.53,1.07,"23,500","9,711",Morning Time
HUM TV,10:30 - 11:00,Friday,0.78,1.13,0.88,0.55,1.02,"23,500","10,398",Morning Time
